06 Jan 2022 - 15:23:47.527 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
06 Jan 2022 - 15:23:47.873 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
06 Jan 2022 - 15:23:47.893 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 19 ms. Found 4 JPA repository interfaces.
06 Jan 2022 - 15:23:48.490 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Starting...
06 Jan 2022 - 15:23:48.491 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Start completed.
06 Jan 2022 - 15:23:48.508 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
06 Jan 2022 - 15:23:48.515 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
06 Jan 2022 - 15:23:48.654 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
06 Jan 2022 - 15:23:48.654 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 15:23:50.143 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
06 Jan 2022 - 15:23:53.236 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
06 Jan 2022 - 15:23:53.237 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
06 Jan 2022 - 15:23:53.250 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
06 Jan 2022 - 15:23:53.280 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 43 ms
06 Jan 2022 - 15:23:53.309 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 5.833 seconds (JVM running for 28.756)
06 Jan 2022 - 15:23:53.341 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 15:23:53.341 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
06 Jan 2022 - 15:23:53.353 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Shutdown initiated...
06 Jan 2022 - 15:23:53.356 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Shutdown completed.
06 Jan 2022 - 15:23:53.406 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 18404 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
06 Jan 2022 - 15:23:53.406 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
06 Jan 2022 - 15:23:53.810 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
06 Jan 2022 - 15:23:53.842 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 28 ms. Found 4 JPA repository interfaces.
06 Jan 2022 - 15:23:54.235 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Starting...
06 Jan 2022 - 15:23:54.237 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Start completed.
06 Jan 2022 - 15:23:54.251 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
06 Jan 2022 - 15:23:54.260 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
06 Jan 2022 - 15:23:54.374 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
06 Jan 2022 - 15:23:54.375 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 15:23:55.750 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
06 Jan 2022 - 15:23:58.720 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
06 Jan 2022 - 15:23:58.721 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
06 Jan 2022 - 15:23:58.733 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
06 Jan 2022 - 15:23:58.759 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 38 ms
06 Jan 2022 - 15:23:58.787 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 5.427 seconds (JVM running for 34.234)
06 Jan 2022 - 15:23:58.830 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 15:23:58.830 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
06 Jan 2022 - 15:23:58.852 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Shutdown initiated...
06 Jan 2022 - 15:23:58.854 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Shutdown completed.
06 Jan 2022 - 15:23:58.895 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 18404 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
06 Jan 2022 - 15:23:58.895 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
06 Jan 2022 - 15:23:59.175 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
06 Jan 2022 - 15:23:59.196 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 19 ms. Found 4 JPA repository interfaces.
06 Jan 2022 - 15:23:59.600 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Starting...
06 Jan 2022 - 15:23:59.601 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Start completed.
06 Jan 2022 - 15:23:59.612 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
06 Jan 2022 - 15:23:59.620 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
06 Jan 2022 - 15:23:59.825 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
06 Jan 2022 - 15:23:59.825 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 15:24:01.239 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
06 Jan 2022 - 15:24:04.186 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
06 Jan 2022 - 15:24:04.186 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
06 Jan 2022 - 15:24:04.199 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
06 Jan 2022 - 15:24:04.224 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 37 ms
06 Jan 2022 - 15:24:04.252 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 5.395 seconds (JVM running for 39.698)
06 Jan 2022 - 15:24:04.284 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 15:24:04.285 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
06 Jan 2022 - 15:24:04.288 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Shutdown initiated...
06 Jan 2022 - 15:24:04.290 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Shutdown completed.
06 Jan 2022 - 15:24:04.335 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 18404 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
06 Jan 2022 - 15:24:04.335 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
06 Jan 2022 - 15:24:04.611 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
06 Jan 2022 - 15:24:04.630 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 19 ms. Found 4 JPA repository interfaces.
06 Jan 2022 - 15:24:04.999 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Starting...
06 Jan 2022 - 15:24:05.000 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Start completed.
06 Jan 2022 - 15:24:05.011 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
06 Jan 2022 - 15:24:05.018 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
06 Jan 2022 - 15:24:05.105 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
06 Jan 2022 - 15:24:05.105 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 15:24:06.464 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
06 Jan 2022 - 15:24:09.385 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
06 Jan 2022 - 15:24:09.385 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
06 Jan 2022 - 15:24:09.399 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
06 Jan 2022 - 15:24:09.424 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 39 ms
06 Jan 2022 - 15:24:09.452 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 5.16 seconds (JVM running for 44.898)
06 Jan 2022 - 15:24:09.582 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 15:24:09.582 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
06 Jan 2022 - 15:24:09.587 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Shutdown initiated...
06 Jan 2022 - 15:24:09.591 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Shutdown completed.
06 Jan 2022 - 15:24:09.639 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 18404 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
06 Jan 2022 - 15:24:09.639 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
06 Jan 2022 - 15:24:10.051 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
06 Jan 2022 - 15:24:10.075 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 22 ms. Found 4 JPA repository interfaces.
06 Jan 2022 - 15:24:10.472 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Starting...
06 Jan 2022 - 15:24:10.473 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Start completed.
06 Jan 2022 - 15:24:10.485 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
06 Jan 2022 - 15:24:10.491 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
06 Jan 2022 - 15:24:10.560 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
06 Jan 2022 - 15:24:10.561 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 15:24:11.977 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
06 Jan 2022 - 15:24:14.976 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
06 Jan 2022 - 15:24:14.977 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
06 Jan 2022 - 15:24:14.991 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
06 Jan 2022 - 15:24:15.017 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 40 ms
06 Jan 2022 - 15:24:15.039 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 5.446 seconds (JVM running for 50.486)
06 Jan 2022 - 15:24:15.060 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 15:24:15.060 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
06 Jan 2022 - 15:24:15.063 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Shutdown initiated...
06 Jan 2022 - 15:24:15.064 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Shutdown completed.
06 Jan 2022 - 15:24:15.102 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 18404 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
06 Jan 2022 - 15:24:15.103 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
06 Jan 2022 - 15:24:15.375 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
06 Jan 2022 - 15:24:15.394 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 19 ms. Found 4 JPA repository interfaces.
06 Jan 2022 - 15:24:15.887 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Starting...
06 Jan 2022 - 15:24:15.888 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Start completed.
06 Jan 2022 - 15:24:15.916 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
06 Jan 2022 - 15:24:15.923 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
06 Jan 2022 - 15:24:16.015 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
06 Jan 2022 - 15:24:16.016 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 15:24:17.404 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
06 Jan 2022 - 15:24:20.363 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
06 Jan 2022 - 15:24:20.364 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
06 Jan 2022 - 15:24:20.379 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
06 Jan 2022 - 15:24:20.410 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 44 ms
06 Jan 2022 - 15:24:20.434 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 5.368 seconds (JVM running for 55.881)
06 Jan 2022 - 15:24:20.454 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
06 Jan 2022 - 15:24:20.454 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
